,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
91,Brooklyn Nets,Boston Celtics,26,24,28,34,30,28,32,26,26.04.2022
92,Brooklyn Nets,Boston Celtics,25,25,22,31,30,23,28,28,24.04.2022
93,Boston Celtics,Brooklyn Nets,24,31,30,29,33,32,25,17,21.04.2022
94,Boston Celtics,Brooklyn Nets,29,32,35,19,28,33,24,29,17.04.2022
95,Brooklyn Nets,Cleveland Cavaliers,40,17,28,30,20,23,30,35,13.04.2022
96,Brooklyn Nets,Indiana Pacers,41,35,27,31,29,31,34,32,10.04.2022
97,Brooklyn Nets,Cleveland Cavaliers,34,28,21,35,19,35,34,19,09.04.2022
98,New York Knicks,Brooklyn Nets,29,38,15,16,25,25,22,38,07.04.2022
99,Brooklyn Nets,Houston Rockets,30,34,26,28,25,22,27,31,06.04.2022
100,Atlanta Hawks,Brooklyn Nets,28,37,29,28,30,20,37,28,03.04.2022
101,Brooklyn Nets,Milwaukee Bucks,30,30,26,24,23,33,31,23,"01.04.2022
AOT"
102,Brooklyn Nets,Detroit Pistons,33,25,38,34,35,29,30,29,30.03.2022
103,Brooklyn Nets,Charlotte Hornets,32,28,29,21,26,30,37,26,28.03.2022
104,Miami Heat,Brooklyn Nets,25,21,22,27,27,40,29,14,27.03.2022
105,Memphis Grizzlies,Brooklyn Nets,40,36,27,29,32,30,42,16,24.03.2022
106,Brooklyn Nets,Utah Jazz,25,28,38,23,28,23,24,31,22.03.2022
107,Brooklyn Nets,Portland Trail Blazers,34,28,39,27,33,42,26,22,19.03.2022
108,Brooklyn Nets,Dallas Mavericks,30,31,30,20,23,35,21,34,17.03.2022
109,Orlando Magic,Brooklyn Nets,30,26,33,19,48,38,30,34,16.03.2022
110,Brooklyn Nets,New York Knicks,35,27,26,22,30,30,23,24,13.03.2022
111,Philadelphia 76ers,Brooklyn Nets,23,28,19,30,40,32,30,27,11.03.2022
112,Charlotte Hornets,Brooklyn Nets,20,23,41,37,34,35,31,32,09.03.2022
113,Boston Celtics,Brooklyn Nets,29,29,31,37,34,26,30,30,06.03.2022
114,Brooklyn Nets,Miami Heat,35,32,17,23,23,37,28,25,04.03.2022
