,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
180,Milwaukee Bucks,Oklahoma City Thunder,48,33,23,26,32,22,27,29,11.10.2021
181,Oklahoma City Thunder,Charlotte Hornets,18,27,26,26,34,33,24,22,05.10.2021
182,Oklahoma City Thunder,San Antonio Spurs,26,33,27,30,16,21,27,27,16.08.2021
183,Oklahoma City Thunder,Indiana Pacers,14,18,18,11,15,28,24,28,14.08.2021
184,Oklahoma City Thunder,Golden State Warriors,32,20,20,12,27,24,20,23,14.08.2021
185,New Orleans Pelicans,Oklahoma City Thunder,22,13,22,23,17,18,14,16,12.08.2021
186,Detroit Pistons,Oklahoma City Thunder,26,12,19,15,14,28,25,9,09.08.2021
187,Oklahoma City Thunder,Los Angeles Clippers,35,27,24,31,26,34,28,24,17.05.2021
188,Oklahoma City Thunder,Utah Jazz,20,27,19,27,30,31,31,17,15.05.2021
189,Sacramento Kings,Oklahoma City Thunder,27,35,41,19,32,33,18,23,12.05.2021
190,Sacramento Kings,Oklahoma City Thunder,33,38,35,20,25,26,20,27,10.05.2021
191,Golden State Warriors,Oklahoma City Thunder,37,36,33,30,25,23,19,30,09.05.2021
192,Golden State Warriors,Oklahoma City Thunder,31,30,27,30,24,25,23,25,07.05.2021
193,Oklahoma City Thunder,Sacramento Kings,20,26,23,30,25,31,25,22,05.05.2021
194,Oklahoma City Thunder,Phoenix Suns,33,24,28,35,27,37,34,25,03.05.2021
195,Oklahoma City Thunder,Indiana Pacers,29,17,24,25,42,40,44,26,02.05.2021
196,Oklahoma City Thunder,New Orleans Pelicans,20,23,25,27,31,29,19,30,30.04.2021
197,Boston Celtics,Oklahoma City Thunder,24,25,29,37,29,26,23,41,28.04.2021
198,Philadelphia 76ers,Oklahoma City Thunder,34,26,33,28,26,19,21,24,27.04.2021
199,Oklahoma City Thunder,Washington Wizards,35,33,22,19,36,34,30,29,24.04.2021
200,Indiana Pacers,Oklahoma City Thunder,34,33,26,29,28,29,29,30,22.04.2021
201,Washington Wizards,Oklahoma City Thunder,38,26,24,31,25,33,21,28,20.04.2021
202,Toronto Raptors,Oklahoma City Thunder,28,24,29,31,31,28,21,26,19.04.2021
203,Detroit Pistons,Oklahoma City Thunder,25,31,30,24,32,24,23,25,17.04.2021
