,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
99,Cleveland Cavaliers,Dallas Mavericks,30,37,22,23,34,27,39,20,31.03.2022
100,Cleveland Cavaliers,Orlando Magic,27,33,21,26,22,31,27,21,29.03.2022
101,Cleveland Cavaliers,Chicago Bulls,16,19,28,31,28,25,22,23,27.03.2022
102,Toronto Raptors,Cleveland Cavaliers,25,33,25,34,17,31,27,29,25.03.2022
103,Cleveland Cavaliers,Los Angeles Lakers,35,27,35,23,28,39,29,35,22.03.2022
104,Cleveland Cavaliers,Detroit Pistons,28,27,27,31,27,33,21,28,20.03.2022
105,Cleveland Cavaliers,Denver Nuggets,31,21,26,29,29,34,24,20,"19.03.2022
AOT"
106,Cleveland Cavaliers,Philadelphia 76ers,23,36,31,24,30,42,13,33,17.03.2022
107,Cleveland Cavaliers,Los Angeles Clippers,33,23,31,19,27,30,24,25,"15.03.2022
AOT"
108,Chicago Bulls,Cleveland Cavaliers,24,29,24,24,22,20,24,25,13.03.2022
109,Miami Heat,Cleveland Cavaliers,28,30,27,32,18,39,15,33,12.03.2022
110,Indiana Pacers,Cleveland Cavaliers,24,39,35,26,32,31,27,37,09.03.2022
111,Cleveland Cavaliers,Toronto Raptors,30,29,14,31,29,17,16,34,07.03.2022
112,Philadelphia 76ers,Cleveland Cavaliers,30,33,34,28,43,28,28,20,05.03.2022
113,Cleveland Cavaliers,Charlotte Hornets,31,18,31,18,38,26,32,23,03.03.2022
114,Cleveland Cavaliers,Minnesota Timberwolves,37,24,27,34,26,38,37,26,01.03.2022
115,Cleveland Cavaliers,Washington Wizards,18,22,26,26,23,19,28,16,27.02.2022
116,Detroit Pistons,Cleveland Cavaliers,27,25,28,26,33,22,27,21,25.02.2022
117,Atlanta Hawks,Cleveland Cavaliers,34,32,28,30,36,25,29,26,16.02.2022
118,Philadelphia 76ers,Cleveland Cavaliers,36,22,22,23,23,28,20,22,13.02.2022
119,Indiana Pacers,Cleveland Cavaliers,47,27,22,17,28,35,25,32,12.02.2022
120,Cleveland Cavaliers,San Antonio Spurs,29,28,27,21,30,18,25,19,10.02.2022
121,Cleveland Cavaliers,Indiana Pacers,12,24,25,37,27,20,21,17,07.02.2022
122,Charlotte Hornets,Cleveland Cavaliers,31,15,19,36,22,30,24,26,05.02.2022
123,Houston Rockets,Cleveland Cavaliers,32,32,26,25,31,22,30,21,03.02.2022
124,Cleveland Cavaliers,New Orleans Pelicans,17,21,22,33,19,20,27,24,01.02.2022
125,Detroit Pistons,Cleveland Cavaliers,24,25,35,31,29,26,33,17,31.01.2022
126,Cleveland Cavaliers,Milwaukee Bucks,26,39,30,20,35,22,20,22,27.01.2022
127,Cleveland Cavaliers,New York Knicks,28,22,26,19,23,27,19,24,25.01.2022
128,Cleveland Cavaliers,Oklahoma City Thunder,24,23,31,16,22,23,23,19,23.01.2022
129,Chicago Bulls,Cleveland Cavaliers,24,34,29,30,29,20,29,26,20.01.2022
130,Cleveland Cavaliers,Brooklyn Nets,30,35,22,27,31,28,29,19,17.01.2022
131,Oklahoma City Thunder,Cleveland Cavaliers,32,24,29,17,24,22,37,24,16.01.2022
132,San Antonio Spurs,Cleveland Cavaliers,26,33,27,23,35,29,20,30,15.01.2022
133,Utah Jazz,Cleveland Cavaliers,24,28,16,23,27,31,30,23,13.01.2022
134,Sacramento Kings,Cleveland Cavaliers,22,27,30,29,28,34,22,25,11.01.2022
135,Golden State Warriors,Cleveland Cavaliers,24,27,28,17,21,25,14,22,10.01.2022
136,Portland Trail Blazers,Cleveland Cavaliers,21,26,31,23,24,33,25,32,08.01.2022
137,Cleveland Cavaliers,Memphis Grizzlies,30,25,20,31,27,30,19,34,05.01.2022
138,Cleveland Cavaliers,Indiana Pacers,30,28,30,20,30,26,28,20,03.01.2022
139,Cleveland Cavaliers,Atlanta Hawks,32,34,22,30,25,26,40,30,01.01.2022
140,Washington Wizards,Cleveland Cavaliers,31,27,33,19,30,21,21,21,31.12.2021
141,New Orleans Pelicans,Cleveland Cavaliers,20,28,28,32,39,19,25,21,29.12.2021
142,Cleveland Cavaliers,Toronto Raptors,35,37,46,26,34,21,23,21,27.12.2021
143,Boston Celtics,Cleveland Cavaliers,31,32,22,26,26,22,25,28,23.12.2021
144,Milwaukee Bucks,Cleveland Cavaliers,20,31,18,21,34,28,31,26,19.12.2021
145,Cleveland Cavaliers,Houston Rockets,35,34,31,24,16,22,25,26,16.12.2021
146,Cleveland Cavaliers,Miami Heat,23,32,23,27,25,19,29,21,14.12.2021
147,Cleveland Cavaliers,Sacramento Kings,36,45,20,16,23,29,26,25,12.12.2021
148,Minnesota Timberwolves,Cleveland Cavaliers,20,24,27,35,34,31,27,31,11.12.2021
149,Cleveland Cavaliers,Chicago Bulls,29,23,30,33,24,19,23,26,09.12.2021
150,Milwaukee Bucks,Cleveland Cavaliers,24,32,32,24,24,26,28,26,07.12.2021
151,Cleveland Cavaliers,Utah Jazz,29,26,27,26,32,28,31,18,05.12.2021
152,Washington Wizards,Cleveland Cavaliers,29,17,26,29,34,31,34,17,04.12.2021
153,Miami Heat,Cleveland Cavaliers,16,27,20,22,31,30,26,24,02.12.2021
154,Dallas Mavericks,Cleveland Cavaliers,23,18,24,31,30,22,35,27,30.11.2021
155,Cleveland Cavaliers,Orlando Magic,27,27,24,27,22,27,20,23,28.11.2021
156,Cleveland Cavaliers,Phoenix Suns,33,33,20,29,36,25,26,33,25.11.2021
157,Cleveland Cavaliers,Brooklyn Nets,27,36,19,30,24,28,32,33,23.11.2021
158,Cleveland Cavaliers,Golden State Warriors,29,25,27,8,27,24,17,36,19.11.2021
159,Brooklyn Nets,Cleveland Cavaliers,31,31,19,28,25,16,32,26,18.11.2021
160,Cleveland Cavaliers,Boston Celtics,22,17,25,28,19,18,28,33,16.11.2021
161,Cleveland Cavaliers,Boston Celtics,9,29,24,29,20,32,22,15,14.11.2021
162,Cleveland Cavaliers,Detroit Pistons,24,28,22,24,18,23,11,26,13.11.2021
163,Cleveland Cavaliers,Washington Wizards,22,27,25,20,24,20,24,29,11.11.2021
164,New York Knicks,Cleveland Cavaliers,30,27,18,34,29,27,33,37,08.11.2021
165,Toronto Raptors,Cleveland Cavaliers,29,28,23,21,28,20,26,28,06.11.2021
166,Cleveland Cavaliers,Portland Trail Blazers,23,37,27,20,26,27,24,27,04.11.2021
167,Charlotte Hornets,Cleveland Cavaliers,21,28,27,34,40,25,23,25,02.11.2021
168,Phoenix Suns,Cleveland Cavaliers,24,26,28,23,31,15,19,27,31.10.2021
169,Los Angeles Lakers,Cleveland Cavaliers,21,33,34,25,28,26,31,16,30.10.2021
170,Los Angeles Clippers,Cleveland Cavaliers,14,26,24,15,23,24,25,20,28.10.2021
171,Denver Nuggets,Cleveland Cavaliers,24,22,24,17,29,21,25,24,26.10.2021
172,Cleveland Cavaliers,Atlanta Hawks,24,28,31,18,27,28,17,23,23.10.2021
173,Cleveland Cavaliers,Charlotte Hornets,30,29,30,23,27,27,36,33,23.10.2021
174,Memphis Grizzlies,Cleveland Cavaliers,32,41,21,38,32,29,29,31,21.10.2021
175,Indiana Pacers,Cleveland Cavaliers,26,21,20,27,35,25,23,27,16.10.2021
176,Cleveland Cavaliers,Chicago Bulls,27,25,23,26,28,24,27,23,11.10.2021
177,Cleveland Cavaliers,Indiana Pacers,29,30,16,25,32,31,23,23,09.10.2021
178,Atlanta Hawks,Cleveland Cavaliers,19,22,27,28,21,25,22,31,07.10.2021
179,Chicago Bulls,Cleveland Cavaliers,33,36,44,18,27,21,24,23,06.10.2021
180,Phoenix Suns,Cleveland Cavaliers,20,15,27,23,18,25,21,24,16.08.2021
181,New York Knicks,Cleveland Cavaliers,22,38,21,22,21,29,15,29,15.08.2021
182,Cleveland Cavaliers,New Orleans Pelicans,17,16,18,23,16,21,27,23,13.08.2021
183,Orlando Magic,Cleveland Cavaliers,23,19,13,29,22,23,25,24,11.08.2021
184,Cleveland Cavaliers,Houston Rockets,23,18,20,15,20,20,23,21,08.08.2021
185,Brooklyn Nets,Cleveland Cavaliers,34,33,32,24,24,32,20,33,17.05.2021
186,Washington Wizards,Cleveland Cavaliers,31,27,33,29,33,23,20,29,15.05.2021
187,Cleveland Cavaliers,Boston Celtics,22,20,25,35,17,22,30,25,13.05.2021
188,Cleveland Cavaliers,Indiana Pacers,28,32,17,25,27,26,26,32,11.05.2021
189,Cleveland Cavaliers,Dallas Mavericks,30,23,19,25,39,25,34,26,10.05.2021
190,Dallas Mavericks,Cleveland Cavaliers,33,29,24,24,19,18,28,25,08.05.2021
