,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
189,Brooklyn Nets,Milwaukee Bucks,32,24,33,30,26,34,28,27,09.10.2021
190,Memphis Grizzlies,Milwaukee Bucks,35,20,32,0,23,24,30,0,06.10.2021
191,Denver Nuggets,Milwaukee Bucks,16,25,28,25,24,22,22,19,16.08.2021
192,Washington Wizards,Milwaukee Bucks,18,26,25,24,25,13,21,24,15.08.2021
193,Milwaukee Bucks,Minnesota Timberwolves,18,14,20,12,26,27,14,24,13.08.2021
194,Brooklyn Nets,Milwaukee Bucks,24,24,25,24,16,27,28,20,11.08.2021
195,Milwaukee Bucks,Los Angeles Clippers,19,27,16,19,17,13,23,25,10.08.2021
196,Milwaukee Bucks,Phoenix Suns,29,13,35,28,16,31,30,21,21.07.2021
197,Phoenix Suns,Milwaukee Bucks,37,24,29,29,21,43,36,23,18.07.2021
198,Milwaukee Bucks,Phoenix Suns,20,32,24,33,23,29,30,21,15.07.2021
199,Milwaukee Bucks,Phoenix Suns,25,35,38,22,28,17,31,24,12.07.2021
200,Phoenix Suns,Milwaukee Bucks,26,30,32,30,29,16,33,30,09.07.2021
201,Phoenix Suns,Milwaukee Bucks,30,27,35,26,26,23,27,29,07.07.2021
202,Atlanta Hawks,Milwaukee Bucks,24,19,29,35,28,19,44,27,04.07.2021
203,Milwaukee Bucks,Atlanta Hawks,36,29,26,32,22,34,22,34,02.07.2021
204,Atlanta Hawks,Milwaukee Bucks,25,26,36,23,22,16,24,26,30.06.2021
205,Atlanta Hawks,Milwaukee Bucks,32,24,29,17,27,29,27,30,28.06.2021
206,Milwaukee Bucks,Atlanta Hawks,34,43,26,22,28,17,18,28,26.06.2021
207,Milwaukee Bucks,Atlanta Hawks,28,31,26,28,25,29,34,28,24.06.2021
208,Brooklyn Nets,Milwaukee Bucks,28,25,28,28,25,22,35,27,"20.06.2021
AOT"
209,Milwaukee Bucks,Brooklyn Nets,26,33,19,26,19,29,19,22,18.06.2021
210,Brooklyn Nets,Milwaukee Bucks,15,28,38,33,29,30,28,21,16.06.2021
211,Milwaukee Bucks,Brooklyn Nets,23,30,28,26,26,22,21,27,13.06.2021
212,Milwaukee Bucks,Brooklyn Nets,30,15,22,19,11,31,23,18,11.06.2021
213,Brooklyn Nets,Milwaukee Bucks,36,29,30,30,19,22,24,21,08.06.2021
214,Brooklyn Nets,Milwaukee Bucks,30,33,35,17,32,29,23,23,06.06.2021
215,Miami Heat,Milwaukee Bucks,26,38,21,18,22,35,34,29,29.05.2021
216,Miami Heat,Milwaukee Bucks,14,22,24,24,26,23,37,27,28.05.2021
217,Milwaukee Bucks,Miami Heat,46,32,29,25,20,31,27,20,25.05.2021
218,Milwaukee Bucks,Miami Heat,22,31,27,19,24,26,28,21,"22.05.2021
AOT"
219,Chicago Bulls,Milwaukee Bucks,33,22,36,27,23,31,31,27,17.05.2021
220,Milwaukee Bucks,Miami Heat,44,26,29,23,28,23,30,27,16.05.2021
221,Indiana Pacers,Milwaukee Bucks,38,28,30,37,39,30,40,33,14.05.2021
222,Milwaukee Bucks,Orlando Magic,29,30,20,35,22,26,23,31,12.05.2021
223,San Antonio Spurs,Milwaukee Bucks,45,42,26,33,36,28,29,32,11.05.2021
224,Milwaukee Bucks,Houston Rockets,34,30,43,34,34,29,29,41,08.05.2021
225,Milwaukee Bucks,Washington Wizards,29,42,32,32,37,34,24,39,06.05.2021
226,Milwaukee Bucks,Brooklyn Nets,34,32,26,32,33,25,36,24,05.05.2021
