,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
230,Chicago Bulls,Sacramento Kings,28,40,27,27,21,37,25,31,21.02.2021
231,Philadelphia 76ers,Chicago Bulls,32,26,27,27,30,23,26,26,20.02.2021
232,Chicago Bulls,Detroit Pistons,27,16,27,35,35,26,12,29,18.02.2021
233,Indiana Pacers,Chicago Bulls,21,23,26,35,24,25,30,26,"16.02.2021
AOT"
234,Chicago Bulls,Los Angeles Clippers,25,29,24,28,30,28,32,35,13.02.2021
235,Chicago Bulls,New Orleans Pelicans,44,22,40,23,34,40,14,28,11.02.2021
236,Chicago Bulls,Washington Wizards,27,21,30,23,24,34,25,22,09.02.2021
237,Orlando Magic,Chicago Bulls,31,12,21,28,31,30,34,23,07.02.2021
238,Orlando Magic,Chicago Bulls,33,33,26,31,31,25,25,38,06.02.2021
239,Chicago Bulls,New York Knicks,17,35,24,27,34,29,28,16,04.02.2021
240,Chicago Bulls,New York Knicks,32,27,25,26,27,28,26,21,02.02.2021
241,Chicago Bulls,Portland Trail Blazers,34,19,33,36,32,32,29,30,31.01.2021
242,Chicago Bulls,Boston Celtics,25,25,26,27,33,27,31,28,26.01.2021
243,Chicago Bulls,Los Angeles Lakers,17,16,33,24,29,34,20,18,24.01.2021
244,Charlotte Hornets,Chicago Bulls,29,24,30,27,30,31,34,28,23.01.2021
245,Chicago Bulls,Houston Rockets,28,36,29,32,16,36,34,34,19.01.2021
246,Dallas Mavericks,Chicago Bulls,23,29,23,26,27,40,22,28,17.01.2021
247,Oklahoma City Thunder,Chicago Bulls,22,28,37,31,30,38,27,23,"16.01.2021
AOT"
248,Los Angeles Clippers,Chicago Bulls,22,30,42,36,31,28,35,33,10.01.2021
249,Los Angeles Lakers,Chicago Bulls,28,31,33,25,33,25,30,27,09.01.2021
250,Sacramento Kings,Chicago Bulls,28,34,31,35,25,34,34,31,07.01.2021
251,Portland Trail Blazers,Chicago Bulls,39,15,31,23,21,24,36,30,06.01.2021
252,Chicago Bulls,Dallas Mavericks,31,28,27,32,31,29,21,27,04.01.2021
253,Milwaukee Bucks,Chicago Bulls,27,35,34,30,21,19,35,21,02.01.2021
254,Washington Wizards,Chicago Bulls,41,27,32,30,35,36,36,26,31.12.2020
255,Washington Wizards,Chicago Bulls,26,20,27,34,31,21,31,32,30.12.2020
256,Chicago Bulls,Golden State Warriors,27,29,41,31,24,36,33,36,28.12.2020
257,Chicago Bulls,Indiana Pacers,28,28,15,35,27,39,33,26,27.12.2020
258,Chicago Bulls,Atlanta Hawks,29,30,20,25,42,41,28,13,24.12.2020
259,Oklahoma City Thunder,Chicago Bulls,29,35,26,13,27,22,22,34,19.12.2020
260,Oklahoma City Thunder,Chicago Bulls,26,20,23,34,30,29,35,30,17.12.2020
261,Chicago Bulls,Houston Rockets,30,23,20,31,31,25,23,12,14.12.2020
262,Chicago Bulls,Houston Rockets,26,22,24,32,37,31,34,23,12.12.2020
263,Chicago Bulls,Cleveland Cavaliers,27,27,24,30,29,23,26,25,11.03.2020
264,Brooklyn Nets,Chicago Bulls,22,36,19,33,23,27,20,37,08.03.2020
265,Chicago Bulls,Indiana Pacers,25,21,26,30,29,33,27,19,07.03.2020
266,Minnesota Timberwolves,Chicago Bulls,22,33,33,27,29,29,21,29,05.03.2020
267,Chicago Bulls,Dallas Mavericks,19,29,33,28,29,29,17,32,03.03.2020
268,New York Knicks,Chicago Bulls,31,35,23,36,25,28,33,29,29.02.2020
