,home_team,away_team,first_quarter_home,second_quarter_home,third_quarter_home,fourth_quarter_home,first_quarter_away,second_quarter_away,third_quarter_away,fourth_quarter_away,event_time
102,New Orleans Pelicans,Portland Trail Blazers,33,32,36,26,28,24,24,18,08.04.2022
103,Sacramento Kings,New Orleans Pelicans,25,32,27,25,27,33,35,28,06.04.2022
104,Los Angeles Clippers,New Orleans Pelicans,37,29,26,27,31,13,27,29,04.04.2022
105,Los Angeles Lakers,New Orleans Pelicans,25,25,37,24,30,20,36,28,02.04.2022
106,Portland Trail Blazers,New Orleans Pelicans,36,18,28,25,32,19,34,32,31.03.2022
107,New Orleans Pelicans,Los Angeles Lakers,23,26,41,26,31,38,25,14,28.03.2022
108,New Orleans Pelicans,San Antonio Spurs,32,25,27,19,22,36,26,23,26.03.2022
109,New Orleans Pelicans,Chicago Bulls,31,32,23,40,39,23,23,24,25.03.2022
110,Charlotte Hornets,New Orleans Pelicans,19,24,35,28,22,27,35,19,22.03.2022
111,Atlanta Hawks,New Orleans Pelicans,18,32,26,36,35,25,31,26,20.03.2022
112,San Antonio Spurs,New Orleans Pelicans,10,23,24,34,35,29,31,29,19.03.2022
113,New Orleans Pelicans,Phoenix Suns,29,30,26,30,33,34,31,33,16.03.2022
114,New Orleans Pelicans,Houston Rockets,29,39,30,32,32,23,17,33,14.03.2022
115,New Orleans Pelicans,Charlotte Hornets,24,31,27,38,25,36,42,39,12.03.2022
116,New Orleans Pelicans,Orlando Magic,17,24,32,29,30,26,25,27,10.03.2022
117,Memphis Grizzlies,New Orleans Pelicans,44,33,35,20,34,24,26,27,09.03.2022
118,Denver Nuggets,New Orleans Pelicans,35,27,22,40,19,38,37,30,"07.03.2022
AOT"
119,New Orleans Pelicans,Utah Jazz,35,30,30,29,17,21,25,27,05.03.2022
120,New Orleans Pelicans,Sacramento Kings,31,34,31,29,33,28,21,13,03.03.2022
121,Los Angeles Lakers,New Orleans Pelicans,20,20,25,30,24,27,44,28,28.02.2022
122,Phoenix Suns,New Orleans Pelicans,22,28,31,21,31,22,42,22,26.02.2022
123,New Orleans Pelicans,Dallas Mavericks,27,31,23,37,45,26,34,20,18.02.2022
124,New Orleans Pelicans,Memphis Grizzlies,27,26,30,26,37,28,28,28,16.02.2022
125,New Orleans Pelicans,Toronto Raptors,29,31,34,26,17,27,25,21,15.02.2022
126,New Orleans Pelicans,San Antonio Spurs,33,20,29,32,37,22,39,26,13.02.2022
127,New Orleans Pelicans,Miami Heat,24,31,18,24,27,29,27,29,11.02.2022
128,New Orleans Pelicans,Houston Rockets,35,29,22,24,30,23,23,21,09.02.2022
129,Houston Rockets,New Orleans Pelicans,21,33,23,30,26,23,38,33,07.02.2022
130,Denver Nuggets,New Orleans Pelicans,29,23,30,23,27,24,31,31,05.02.2022
131,Detroit Pistons,New Orleans Pelicans,33,32,22,14,31,26,27,27,02.02.2022
132,Cleveland Cavaliers,New Orleans Pelicans,17,21,22,33,19,20,27,24,01.02.2022
133,New Orleans Pelicans,Boston Celtics,15,19,36,27,27,25,26,29,30.01.2022
134,New Orleans Pelicans,Denver Nuggets,17,31,30,27,26,24,36,30,29.01.2022
135,Philadelphia 76ers,New Orleans Pelicans,20,30,36,31,24,34,28,21,26.01.2022
136,New Orleans Pelicans,Indiana Pacers,31,30,22,34,32,30,17,34,25.01.2022
137,New York Knicks,New Orleans Pelicans,17,25,15,34,27,19,35,21,21.01.2022
138,Boston Celtics,New Orleans Pelicans,18,21,32,33,29,17,23,23,17.01.2022
139,Brooklyn Nets,New Orleans Pelicans,32,37,26,25,22,19,36,28,16.01.2022
140,New Orleans Pelicans,Los Angeles Clippers,28,25,34,26,15,19,29,26,14.01.2022
141,New Orleans Pelicans,Minnesota Timberwolves,35,30,32,31,36,23,30,36,12.01.2022
142,Toronto Raptors,New Orleans Pelicans,27,22,30,26,26,22,29,24,10.01.2022
143,New Orleans Pelicans,Golden State Warriors,16,31,28,26,22,24,26,24,07.01.2022
144,New Orleans Pelicans,Phoenix Suns,31,23,30,26,42,22,31,28,05.01.2022
145,New Orleans Pelicans,Utah Jazz,24,25,28,27,23,29,30,33,04.01.2022
146,Milwaukee Bucks,New Orleans Pelicans,27,37,32,40,24,32,26,31,02.01.2022
147,New Orleans Pelicans,Cleveland Cavaliers,20,28,28,32,39,19,25,21,29.12.2021
148,Oklahoma City Thunder,New Orleans Pelicans,32,25,32,28,18,31,32,31,27.12.2021
149,Orlando Magic,New Orleans Pelicans,17,26,35,26,32,23,28,27,24.12.2021
150,New Orleans Pelicans,Portland Trail Blazers,24,27,30,30,21,28,29,19,22.12.2021
151,New Orleans Pelicans,Milwaukee Bucks,21,31,25,26,28,21,28,26,"18.12.2021
AOT"
152,Oklahoma City Thunder,New Orleans Pelicans,28,23,27,32,24,21,30,38,16.12.2021
153,San Antonio Spurs,New Orleans Pelicans,28,26,29,29,26,26,30,15,13.12.2021
154,New Orleans Pelicans,Detroit Pistons,25,29,29,26,32,23,12,26,11.12.2021
155,New Orleans Pelicans,Denver Nuggets,33,24,20,28,35,29,16,25,"09.12.2021
AOT"
156,Houston Rockets,New Orleans Pelicans,28,29,37,24,26,23,36,23,06.12.2021
157,Dallas Mavericks,New Orleans Pelicans,19,29,20,23,14,30,35,28,04.12.2021
158,New Orleans Pelicans,Dallas Mavericks,23,23,29,32,41,26,35,37,02.12.2021
159,Los Angeles Clippers,New Orleans Pelicans,22,30,26,26,37,30,23,33,30.11.2021
160,Utah Jazz,New Orleans Pelicans,37,27,32,31,23,22,22,38,28.11.2021
161,Utah Jazz,New Orleans Pelicans,28,17,30,22,23,23,26,26,27.11.2021
162,New Orleans Pelicans,Washington Wizards,36,36,23,32,27,23,23,29,25.11.2021
163,New Orleans Pelicans,Minnesota Timberwolves,29,21,19,27,28,38,23,21,23.11.2021
164,Indiana Pacers,New Orleans Pelicans,32,26,38,15,19,27,18,30,21.11.2021
165,New Orleans Pelicans,Los Angeles Clippers,16,27,29,22,29,26,14,12,20.11.2021
166,Miami Heat,New Orleans Pelicans,21,26,34,32,34,18,18,28,18.11.2021
167,Washington Wizards,New Orleans Pelicans,25,16,32,32,25,33,22,20,16.11.2021
168,New Orleans Pelicans,Memphis Grizzlies,35,27,21,29,22,22,28,29,14.11.2021
169,New Orleans Pelicans,Brooklyn Nets,25,34,24,29,33,33,29,25,13.11.2021
